ref_epoch ra ra_error dec dec_error parallax parallax_error pmra pmra_error pmdec pmdec_error ra_dec_cov ra_parallax_cov ra_pmra_cov ra_pmdec_cov dec_parallax_cov dec_pmra_cov dec_pmdec_cov parallax_pmra_cov parallax_pmdec_cov pmra_pmdec_cov radial_velocity radial_velocity_error mass mass.lower mass.upper name id hip
2448349.0625 330.822664846894 0.19 -56.779805808424 0.15 276.06 0.28 3960.93 0.24 -2539.23 0.17 -0.00268112143393388 -0.00287044203332671 0.00280316918306039 -0.000278003409511309 -0.0052818129123268 -0.00204749452431018 -0.000908643647910389 0.00675570387809828 -0.0110912314993883 0.000971595772843396 NA NA 0.753474984595025 0.710103961898958 0.796846007291091 eps_Indi HD209100 108870
2457206.375 330.871402101699 0.177634906887729 -56.7969023118339 0.187990292253456 274.804805762946 0.249406517161665 3967.03878622873 0.380104630925717 -2535.75776094757 0.414899834988748 -0.000941239961455358 0.00922260184459842 0.00976471270904577 0.00177871980753617 0.00181035980969232 0.00398977004672371 -0.018928857116293 -0.0146007196006948 -0.0275403809012824 0.00936894074334067 -40.5044778883311 0.230184936910262 0.753474984595025 0.710103961898958 0.796846007291091 eps_Indi HD209100 108870
