Time RV eRV BIS FWHM S-index Halpha NaD1 NaD2 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8 c3AP2-1
57204.810474 11.4184221128681 0.276309926109568 44.274698 6.239355982 0.446797787521629 0.700902743015141 1.25052884335346 1.00384951938375 2.1525877815098 -1.9458250826382 0.8092384995557 1.1623544490685 1.6095384000456 -4.11816707017361 3.95486552980211 -5.89426395734892 3.94919944797952 0.5322703423824 1.073537444969 -1.6221859064384 -2.41767720751493 -0.329438817605022 8.41785044201535 2.176673930446
57204.812534 11.4278224765632 0.284513463335159 43.810651 6.239464864 0.446924247264127 0.701813737705051 1.25090647064638 1.00489581057861 1.6841504943107 -1.0798840468821 2.85161002342133 0.914940406866 0.515113024327301 -3.62709269088235 6.42855240184025 4.3841649158109 3.3317079602777 0.103121213679401 0.6928369612405 -1.665930225296 -2.39780313148458 2.20996214374048 7.4719960669951 2.176673930446
57204.814675 11.4386856781458 0.283766838415698 44.835958 6.240685938 0.44690617998537 0.701811141699539 1.25085983650922 1.00357190057889 1.6009584847689 -1.5814493675303 2.00956072169541 0.692281597961001 1.0693475706168 -3.1817567684898 3.0096680327769 0.82196947456514 3.26220572379905 0.469787412409099 0.297070140767801 -1.6278802367499 -1.17923185889927 -1.09701083777096 6.66326962270323 2.176673930446
57204.816735 11.5273640757285 0.271317196573458 44.181334 6.240467615 0.446227753524549 0.701116172927632 1.25144306819833 1.00366097520198 1.6143232510921 -2.58490855432206 1.84407113159574 0.711033702370299 1.115748052494 -4.71895135647956 4.49129500115706 -2.09059244730881 4.07629213768031 -0.128370188365199 1.3437242437153 -2.4300022419825 -2.63428166056142 0.307459062866359 6.54015934150596 2.176673930446
57204.818842 11.8703983491083 0.294677651407162 44.932911 6.238692649 0.447379801440913 0.701398438319977 1.25145874655356 1.00378196524777 2.4021418019182 -2.8161710421322 0.4387950939168 1.8839889463353 0.8268646433517 -4.70579762465212 4.12092718545922 1.0649544353181 2.2194673028532 1.5139780705413 0.6355008210906 -1.6231989055404 -2.85785161833667 -1.39072049156586 9.51082383885283 2.176673930446
57204.820995 12.0424499899218 0.287458930527678 43.623039 6.23840168 0.447520815401732 0.701780384195822 1.25121148243772 1.00349960530363 1.6390867037819 -2.2818629955593 -0.956065065185699 1.0632676154483 1.3887383708446 -4.18270990152257 3.47376100510107 1.60671762114412 1.4503852418916 1.2321416604945 0.437566531982601 -1.6978278000718 -2.1238056744681 -1.24066807626555 8.57119965663895 2.176673930446
57291.684929 14.3825894448694 0.257362833758248 43.744738 6.220862268 0.421052047009467 0.70214720052425 1.25711297837107 1.0141784012894 1.6983717451444 -0.467353003071 4.11446413836143 0.0127917673175997 1.8944713586036 -5.86803300887967 12.5317770158278 0.272508961052019 5.1985228229929 0.1727647981247 -1.9036995286577 1.7459618784417 -6.46255476367622 9.62599282190542 5.7024742038018 2.176673930446
57291.68758 15.2777773611387 0.261195184655912 43.055992 6.219904004 0.420240849613792 0.702414944106854 1.25623991327184 1.0129337988156 2.9594146854697 0.158012757302302 3.1816805107324 2.1058568969835 0.652778615860401 -4.3231218609497 11.5560135448445 -2.74330638272393 6.93827261947963 2.155043052517 -3.179218349232 0.594295648460299 -4.1652685651014 8.3091851104359 6.0180653015758 2.176673930446
57291.69023 15.6315099803665 0.261376296030786 43.110926 6.219776623 0.420018842243193 0.701468457443412 1.25637605372458 1.01221888971718 1.6484321108939 1.8302866852469 2.1861657812147 0.4302797923607 1.6026025226119 -2.8649089511178 11.0168365835571 -2.2253841599141 6.0133307762765 0.365547560190802 -2.600353073318 1.6670820716313 -2.6299249254392 6.6848353050502 6.4390279103599 2.176673930446
57291.693042 15.0883991321685 0.267143537439712 43.51549 6.221013797 0.421595135546873 0.702109138621219 1.25639755633799 1.01209498435118 2.5764572605791 0.141817983705 -0.1796620567258 2.0615275924533 0.9886161334622 -4.1511840157227 10.5838734944099 -5.18294020608279 6.11102215535309 1.554103326459 -2.2617752936527 0.689499309135799 -4.2652898503469 8.0958492790697 5.007702095618 2.176673930446
